"TM","SUPP_ABILITY","CURR_PWR_TOT","RENEW_PWR_TOT","RENEW_PWR_SOLAR","RENEW_PWR_WIND","REG_DATE","UPD_DATE"
"202508010000",1431.00000,836.00000,5.11148,0.00000,3.20642,2025-08-01 00:06:08.000,2025-08-01 00:06:08.000
"202508010005",1434.00000,825.00000,5.24443,0.00000,3.33845,2025-08-01 00:12:07.000,2025-08-01 00:12:07.000
"202508010010",1435.00000,822.00000,5.19969,0.00000,3.29443,2025-08-01 00:16:06.000,2025-08-01 00:16:06.000
"202508010015",1435.00000,816.00000,6.30633,0.00000,4.39935,2025-08-01 00:16:06.000,2025-08-01 00:16:06.000
"202508010020",1435.00000,810.00000,6.12827,0.00000,4.26326,2025-08-01 00:26:11.000,2025-08-01 00:26:11.000
"202508010025",1434.00000,806.00000,5.07030,0.00000,3.20429,2025-08-01 00:42:07.000,2025-08-01 00:42:07.000
"202508010030",1435.00000,800.00000,6.26510,0.00000,4.39925,2025-08-01 00:42:07.000,2025-08-01 00:42:07.000
"202508010035",1435.00000,796.00000,6.05631,0.00000,4.18470,2025-08-01 00:42:07.000,2025-08-01 00:42:07.000
"202508010040",1435.00000,790.00000,6.36452,0.00000,4.61190,2025-08-01 00:42:07.000,2025-08-01 00:42:07.000
"202508010045",1435.00000,787.00000,6.26410,0.00000,4.46936,2025-08-01 00:58:08.000,2025-08-01 00:58:08.000
"202508010050",1436.00000,782.00000,6.51583,0.00000,4.76343,2025-08-01 00:58:08.000,2025-08-01 00:58:08.000
"202508010055",1434.00000,777.00000,5.08448,0.00000,3.28886,2025-08-01 00:58:08.000,2025-08-01 00:58:08.000
"202508010100",1434.00000,771.00000,4.74007,0.00000,2.94440,2025-08-01 01:08:08.000,2025-08-01 01:08:08.000
"202508010105",1434.00000,766.00000,5.31996,0.00000,3.56797,2025-08-01 01:08:08.000,2025-08-01 01:08:08.000
"202508010110",1436.00000,762.00000,6.86374,0.00000,5.06984,2025-08-01 01:16:07.000,2025-08-01 01:16:07.000
"202508010115",1438.00000,757.00000,9.02580,0.00000,7.16760,2025-08-01 01:28:07.000,2025-08-01 01:28:07.000
"202508010120",1439.00000,754.00000,10.46700,0.00000,8.61937,2025-08-01 01:28:07.000,2025-08-01 01:28:07.000
"202508010125",1439.00000,750.00000,9.98977,0.00000,8.09654,2025-08-01 01:28:07.000,2025-08-01 01:28:07.000
"202508010130",1439.00000,744.00000,10.52390,0.00000,8.67551,2025-08-01 01:56:07.000,2025-08-01 01:56:07.000
"202508010135",1440.00000,744.00000,10.62660,0.00000,8.77578,2025-08-01 01:56:07.000,2025-08-01 01:56:07.000
"202508010140",1441.00000,738.00000,12.15800,0.00000,10.26290,2025-08-01 01:56:07.000,2025-08-01 01:56:07.000
"202508010145",1440.00000,737.00000,10.58440,0.00000,8.68779,2025-08-01 01:56:07.000,2025-08-01 01:56:07.000
"202508010150",1440.00000,733.00000,11.44530,0.00000,9.59356,2025-08-01 01:56:07.000,2025-08-01 01:56:07.000
"202508010155",1441.00000,727.00000,11.53480,0.00000,9.63996,2025-08-01 02:46:10.000,2025-08-01 02:46:10.000
"202508010200",1441.00000,723.00000,11.69250,0.00000,9.79530,2025-08-01 02:46:10.000,2025-08-01 02:46:10.000
"202508010205",1442.00000,719.00000,13.27120,0.00000,11.33580,2025-08-01 02:46:10.000,2025-08-01 02:46:10.000
"202508010210",1443.00000,718.00000,13.74720,0.00000,11.80920,2025-08-01 02:46:10.000,2025-08-01 02:46:10.000
"202508010215",1443.00000,717.00000,14.11470,0.00000,12.17890,2025-08-01 02:46:10.000,2025-08-01 02:46:10.000
"202508010220",1444.00000,713.00000,15.49060,0.00000,13.51260,2025-08-01 02:46:10.000,2025-08-01 02:46:10.000
"202508010225",1446.00000,715.00000,16.63160,0.00000,14.64970,2025-08-01 02:46:10.000,2025-08-01 02:46:10.000
"202508010230",1444.00000,709.00000,15.10230,0.00000,13.16280,2025-08-01 02:46:10.000,2025-08-01 02:46:10.000
"202508010235",1445.00000,710.00000,15.58030,0.00000,13.59890,2025-08-01 02:46:10.000,2025-08-01 02:46:10.000
"202508010240",1445.00000,707.00000,16.18170,0.00000,14.20120,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010245",1446.00000,706.00000,17.34360,0.00000,15.32020,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010250",1447.00000,703.00000,18.20840,0.00000,16.26920,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010255",1446.00000,698.00000,17.16520,0.00000,15.18140,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010300",1445.00000,697.00000,15.83620,0.00000,13.89760,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010305",1444.00000,697.00000,15.41220,0.00000,13.42890,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010310",1442.00000,698.00000,13.36420,0.00000,11.42490,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010315",1441.00000,694.00000,12.20640,0.00000,10.26700,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010320",1441.00000,690.00000,12.19920,0.00000,10.21530,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010325",1440.00000,689.00000,11.18190,0.00000,9.24123,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010330",1441.00000,689.00000,11.44090,0.00000,9.46133,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010335",1441.00000,686.00000,11.69160,0.00000,9.70757,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010340",1443.00000,687.00000,13.72460,0.00000,11.74320,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010345",1444.00000,687.00000,15.45020,0.00000,13.42210,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010350",1442.00000,684.00000,12.67620,0.00000,10.69370,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010355",1441.00000,685.00000,12.38460,0.00000,10.36100,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010400",1441.00000,682.00000,11.62890,0.00000,9.64664,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010405",1442.00000,683.00000,12.23810,0.00000,10.17090,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010410",1442.00000,682.00000,12.14860,0.00000,10.12390,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010415",1442.00000,679.00000,12.00990,0.00000,9.94356,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010420",1440.00000,679.00000,10.17230,0.00000,8.14626,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010425",1440.00000,678.00000,9.69503,0.00000,7.71309,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010430",1439.00000,678.00000,9.20817,0.00000,7.18349,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010435",1437.00000,680.00000,7.23517,0.00000,5.25240,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010440",1437.00000,681.00000,6.78525,0.00000,4.80459,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010445",1437.00000,680.00000,7.27110,0.00000,5.24566,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010450",1439.00000,684.00000,8.56776,0.00000,6.58515,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010455",1438.00000,684.00000,8.28580,0.00000,6.30362,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010500",1437.00000,683.00000,7.23994,0.00000,5.30223,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010505",1437.00000,685.00000,7.49435,0.00000,5.51525,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010510",1438.00000,687.00000,7.57654,0.00000,5.59350,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010515",1437.00000,687.00000,6.65580,0.00000,4.73423,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010520",1436.00000,689.00000,5.81452,0.00000,3.96902,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010525",1436.00000,688.00000,5.67988,0.00000,3.68448,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010530",1436.00000,689.00000,5.63015,0.00000,3.62474,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010535",1436.00000,691.00000,5.61470,0.00000,3.65191,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010540",1436.00000,689.00000,6.16693,0.00000,4.16138,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010545",1436.00000,692.00000,6.33165,0.00000,4.36860,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010550",1436.00000,693.00000,6.37944,0.00000,4.41697,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010555",1436.00000,694.00000,6.33527,0.00000,4.37218,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010600",1436.00000,700.00000,6.21054,0.00000,4.16356,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010605",1437.00000,707.00000,6.30752,0.00000,4.06080,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010610",1439.00000,713.00000,7.75949,1.06993,5.02699,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010615",1440.00000,714.00000,8.92946,1.96089,5.30381,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010620",1442.00000,717.00000,10.67400,2.90996,6.09800,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010625",1443.00000,719.00000,11.79260,3.53521,6.63551,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010630",1445.00000,716.00000,13.59260,5.22748,6.73705,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010635",1447.00000,724.00000,16.29760,6.69468,7.95411,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010640",1451.00000,729.00000,20.30920,9.79510,8.79924,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010645",1455.00000,731.00000,23.97390,13.50370,8.81150,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010650",1458.00000,736.00000,26.96660,14.92810,10.38810,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010655",1460.00000,736.00000,28.62230,17.74250,9.18940,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010700",1462.00000,744.00000,31.35910,21.22850,8.44606,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010705",1464.00000,755.00000,35.14400,24.57530,8.85030,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010710",1469.00000,760.00000,39.67610,29.94870,8.06569,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010715",1473.00000,765.00000,43.52660,34.02170,7.85778,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010720",1480.00000,763.00000,50.64410,39.18170,9.83279,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010725",1485.00000,767.00000,55.77290,43.74410,10.40580,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010730",1490.00000,776.00000,60.90080,49.18580,10.09390,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010735",1496.00000,778.00000,67.28970,55.36020,10.30450,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010740",1502.00000,781.00000,73.45350,60.71460,11.10960,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010745",1510.00000,784.00000,80.61850,68.41700,10.61840,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010750",1518.00000,791.00000,88.91350,76.62770,10.65520,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010755",1525.00000,794.00000,96.35880,83.66100,11.06460,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010800",1534.00000,800.00000,104.68600,90.97980,12.07140,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010805",1535.00000,813.00000,111.64600,98.73690,11.26930,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010810",1545.00000,816.00000,121.62100,108.80000,11.22090,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010815",1550.00000,816.00000,127.31600,115.51200,10.15770,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010820",1560.00000,826.00000,136.96300,125.04800,10.35370,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010825",1570.00000,835.00000,147.43600,135.18900,10.64250,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010830",1580.00000,846.00000,157.07800,144.54900,10.96630,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010835",1586.00000,859.00000,163.44200,151.77300,10.06280,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010840",1593.00000,860.00000,170.11400,158.62700,9.88095,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010845",1599.00000,867.00000,175.84900,164.87700,9.48000,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010850",1605.00000,869.00000,181.56800,170.03800,10.07910,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010855",1612.00000,877.00000,188.96400,176.11300,11.39860,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010900",1624.00000,888.00000,201.43700,184.64100,15.34100,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010905",1629.00000,891.00000,207.61300,192.27600,13.87570,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010910",1637.00000,897.00000,215.89700,200.65600,13.73160,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010915",1646.00000,904.00000,224.56700,208.35600,14.69530,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010920",1656.00000,919.00000,234.99500,218.04100,15.47770,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010925",1664.00000,923.00000,243.25100,227.75500,14.01490,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010930",1670.00000,926.00000,249.47300,233.82800,14.20670,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010935",1673.00000,937.00000,251.93800,236.80100,13.65320,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010940",1678.00000,944.00000,256.72800,241.90200,13.34120,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010945",1683.00000,949.00000,261.81300,247.65900,12.62820,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010950",1683.00000,949.00000,261.57800,247.25400,12.80300,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508010955",1687.00000,954.00000,265.54600,250.12300,13.90790,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508011000",1688.00000,940.00000,266.91000,250.58400,14.81200,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508011005",1695.00000,952.00000,276.35900,255.18300,19.70510,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508011010",1701.00000,958.00000,281.89100,259.94900,20.51720,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508011015",1711.00000,955.00000,291.69600,268.52700,21.74930,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508011020",1717.00000,960.00000,298.33400,275.43900,21.47970,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508011025",1721.00000,950.00000,301.69000,276.24300,23.98620,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508011030",1727.00000,972.00000,307.95200,282.53200,23.96100,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508011035",1738.00000,964.00000,318.73500,289.94600,27.33010,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508011040",1736.00000,962.00000,316.61200,284.52800,30.53890,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508011045",1746.00000,967.00000,327.26800,295.66100,30.10670,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508011050",1741.00000,958.00000,322.19000,292.32900,28.40600,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508011055",1748.00000,970.00000,329.27100,299.57500,28.24330,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508011100",1763.00000,975.00000,343.75300,306.88000,35.41980,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508011105",1754.00000,986.00000,339.45100,309.04700,28.95080,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508011110",1756.00000,1000.00000,341.35300,310.60400,29.34080,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508011115",1758.00000,988.00000,343.05400,313.15300,28.54450,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508011120",1756.00000,965.00000,341.08400,307.10800,32.58680,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508011125",1762.00000,980.00000,346.93800,309.98100,35.58030,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508011130",1759.00000,983.00000,344.18000,309.96900,32.84700,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508011135",1768.00000,989.00000,352.94800,317.09700,34.49300,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508011140",1770.00000,998.00000,355.09900,317.86100,35.83690,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508011145",1765.00000,1010.00000,350.20400,318.80700,29.98630,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508011150",1761.00000,991.00000,346.18600,310.38600,34.33570,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508011155",1762.00000,1019.00000,346.82400,306.35200,39.00840,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508011200",1758.00000,1006.00000,342.26600,302.35700,38.43520,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508011205",1760.00000,1031.00000,345.08000,307.08800,36.51530,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508011210",1753.00000,1032.00000,338.37000,301.39800,35.41100,2025-08-01 12:14:06.000,2025-08-01 12:14:06.000
"202508011215",1758.00000,1036.00000,343.04400,303.42200,38.09700,2025-08-01 13:28:08.000,2025-08-01 13:28:08.000
"202508011220",1754.00000,1021.00000,339.14000,293.54500,44.06620,2025-08-01 13:28:08.000,2025-08-01 13:28:08.000
"202508011225",1749.00000,1023.00000,334.11700,285.77300,46.81360,2025-08-01 13:28:08.000,2025-08-01 13:28:08.000
"202508011230",1743.00000,1017.00000,328.40100,282.16800,44.65800,2025-08-01 13:28:08.000,2025-08-01 13:28:08.000
"202508011235",1745.00000,1039.00000,330.07100,280.00400,48.53420,2025-08-01 13:28:08.000,2025-08-01 13:28:08.000
"202508011240",1743.00000,1035.00000,327.85400,273.15000,53.16930,2025-08-01 13:28:08.000,2025-08-01 13:28:08.000
"202508011245",1751.00000,1035.00000,335.97900,284.29200,50.15190,2025-08-01 13:28:08.000,2025-08-01 13:28:08.000
"202508011250",1737.00000,1014.00000,321.71900,269.88900,50.29400,2025-08-01 13:28:08.000,2025-08-01 13:28:08.000
"202508011255",1734.00000,1004.00000,318.98900,270.03100,47.42200,2025-08-01 13:28:08.000,2025-08-01 13:28:08.000
"202508011300",1744.00000,1028.00000,328.62600,279.67700,47.45380,2025-08-01 13:28:08.000,2025-08-01 13:28:08.000
"202508011305",1753.00000,1047.00000,338.40500,284.22100,52.64580,2025-08-01 13:28:08.000,2025-08-01 13:28:08.000
"202508011310",1743.00000,1038.00000,328.28200,277.19600,49.63390,2025-08-01 13:28:08.000,2025-08-01 13:28:08.000
"202508011315",1744.00000,1051.00000,329.00700,277.34900,50.29200,2025-08-01 13:28:08.000,2025-08-01 13:28:08.000
"202508011320",1743.00000,1053.00000,327.51400,270.07600,56.02800,2025-08-01 13:28:08.000,2025-08-01 13:28:08.000
"202508011325",1752.00000,1098.00000,336.87800,285.00500,50.45740,2025-08-01 13:28:08.000,2025-08-01 13:28:08.000
"202508011330",1743.00000,1084.00000,327.76800,277.32600,48.94310,2025-08-01 13:56:10.000,2025-08-01 13:56:10.000
"202508011335",1725.00000,1059.00000,309.44500,262.14500,45.80460,2025-08-01 13:56:10.000,2025-08-01 13:56:10.000
"202508011340",1700.00000,1057.00000,285.36800,245.87800,37.99230,2025-08-01 13:56:10.000,2025-08-01 13:56:10.000
"202508011345",1685.00000,1043.00000,269.82300,233.75500,34.56890,2025-08-01 13:56:10.000,2025-08-01 13:56:10.000
"202508011350",1695.00000,1056.00000,279.97000,240.34500,38.16890,2025-08-01 13:56:10.000,2025-08-01 13:56:10.000
"202508011355",1699.00000,1091.00000,283.85000,248.15700,34.27830,2025-08-01 13:58:09.000,2025-08-01 13:58:09.000
"202508011400",1699.00000,1111.00000,283.80700,252.64200,29.70700,2025-08-01 14:08:06.000,2025-08-01 14:08:06.000
"202508011405",1694.00000,1109.00000,279.33800,243.92000,33.96110,2025-08-01 14:08:06.000,2025-08-01 14:08:06.000
"202508011410",1656.00000,1079.00000,241.19400,209.06000,30.67580,2025-08-01 14:18:11.000,2025-08-01 14:18:11.000
"202508011415",1646.00000,1078.00000,231.18900,200.15400,29.57760,2025-08-01 14:32:10.000,2025-08-01 14:32:10.000
"202508011420",1648.00000,1057.00000,233.10400,200.41400,31.27510,2025-08-01 14:32:10.000,2025-08-01 14:32:10.000
"202508011425",1641.00000,1037.00000,225.61700,194.39800,29.83830,2025-08-01 14:32:10.000,2025-08-01 14:32:10.000
"202508011430",1633.00000,1009.00000,217.50400,192.28000,23.77850,2025-08-01 14:32:10.000,2025-08-01 14:32:10.000
"202508011435",1642.00000,1017.00000,226.87100,200.10200,25.45360,2025-08-01 14:44:07.000,2025-08-01 14:44:07.000
"202508011440",1644.00000,1012.00000,229.37400,206.41500,21.72940,2025-08-01 14:44:07.000,2025-08-01 14:44:07.000
"202508011445",1645.00000,1006.00000,230.05000,210.49500,18.28200,2025-08-01 14:56:09.000,2025-08-01 14:56:09.000
"202508011450",1654.00000,1016.00000,238.91300,216.52500,21.02890,2025-08-01 14:56:09.000,2025-08-01 14:56:09.000
"202508011455",1672.00000,1035.00000,257.44400,235.01800,21.02360,2025-08-01 15:04:06.000,2025-08-01 15:04:06.000
"202508011500",1676.00000,1014.00000,260.58300,238.35000,20.78730,2025-08-01 15:04:06.000,2025-08-01 15:04:06.000
"202508011505",1682.00000,1027.00000,266.83300,245.24300,20.14320,2025-08-01 15:28:07.000,2025-08-01 15:28:07.000
"202508011510",1674.00000,1025.00000,259.15200,238.72500,19.06740,2025-08-01 15:28:07.000,2025-08-01 15:28:07.000
"202508011515",1685.00000,1040.00000,269.90100,249.89700,18.64480,2025-08-01 15:28:07.000,2025-08-01 15:28:07.000
"202508011520",1679.00000,1050.00000,264.26400,243.16600,19.69530,2025-08-01 15:28:07.000,2025-08-01 15:28:07.000
"202508011525",1667.00000,1041.00000,251.82700,233.21000,17.30070,2025-08-01 15:28:07.000,2025-08-01 15:28:07.000
"202508011530",1667.00000,1064.00000,252.08800,237.49900,13.27200,2025-08-01 15:42:12.000,2025-08-01 15:42:12.000
"202508011535",1664.00000,1074.00000,249.56800,233.23800,15.10070,2025-08-01 15:42:12.000,2025-08-01 15:42:12.000
"202508011540",1655.00000,1072.00000,240.34600,225.13700,13.97970,2025-08-01 15:58:09.000,2025-08-01 15:58:09.000
"202508011545",1638.00000,1036.00000,222.72400,206.68800,14.98090,2025-08-01 15:58:09.000,2025-08-01 15:58:09.000
"202508011550",1632.00000,1045.00000,217.04600,201.92200,14.11160,2025-08-01 15:58:09.000,2025-08-01 15:58:09.000
"202508011555",1639.00000,1040.00000,224.18800,206.26500,16.77920,2025-08-01 15:58:09.000,2025-08-01 15:58:09.000
"202508011600",1647.00000,1045.00000,232.53300,212.53300,18.72480,2025-08-01 16:12:05.000,2025-08-01 16:12:05.000
"202508011605",1639.00000,1039.00000,223.89700,205.80000,16.64960,2025-08-01 16:12:05.000,2025-08-01 16:12:05.000
"202508011610",1644.00000,1043.00000,229.26900,210.77000,17.00660,2025-08-01 16:24:10.000,2025-08-01 16:24:10.000
"202508011615",1638.00000,1034.00000,223.45100,207.20600,14.75340,2025-08-01 16:24:10.000,2025-08-01 16:24:10.000
"202508011620",1640.00000,1054.00000,224.97400,211.39100,12.04760,2025-08-01 17:02:07.000,2025-08-01 17:02:07.000
"202508011625",1637.00000,1078.00000,221.63200,209.20000,10.89640,2025-08-01 17:02:07.000,2025-08-01 17:02:07.000
"202508011630",1646.00000,1087.00000,231.03200,218.86900,10.58550,2025-08-01 17:02:07.000,2025-08-01 17:02:07.000
"202508011635",1629.00000,1089.00000,213.79300,202.00400,10.29850,2025-08-01 17:02:07.000,2025-08-01 17:02:07.000
"202508011640",1625.00000,1101.00000,210.28300,200.23300,8.68887,2025-08-01 17:02:07.000,2025-08-01 17:02:07.000
"202508011645",1618.00000,1103.00000,202.67500,193.44300,7.82682,2025-08-01 17:02:07.000,2025-08-01 17:02:07.000
"202508011650",1612.00000,1115.00000,196.67500,187.40800,7.81890,2025-08-01 17:02:07.000,2025-08-01 17:02:07.000
"202508011655",1598.00000,1122.00000,183.39000,174.98700,7.08404,2025-08-01 17:02:07.000,2025-08-01 17:02:07.000
"202508011700",1591.00000,1116.00000,176.28100,167.94000,6.93641,2025-08-01 17:06:12.000,2025-08-01 17:06:12.000
"202508011705",1581.00000,1129.00000,165.97500,158.79800,5.81489,2025-08-01 17:16:09.000,2025-08-01 17:16:09.000
"202508011710",1571.00000,1141.00000,156.25000,147.66900,7.17615,2025-08-01 17:16:09.000,2025-08-01 17:16:09.000
"202508011715",1569.00000,1149.00000,154.23900,144.99700,7.87924,2025-08-01 17:20:11.000,2025-08-01 17:20:11.000
"202508011720",1552.00000,1140.00000,137.43200,128.71600,7.31093,2025-08-01 17:26:09.000,2025-08-01 17:26:09.000
"202508011725",1543.00000,1140.00000,127.79800,119.05600,7.32845,2025-08-01 17:46:07.000,2025-08-01 17:46:07.000
"202508011730",1535.00000,1143.00000,119.85700,111.62800,6.80562,2025-08-01 17:46:07.000,2025-08-01 17:46:07.000
"202508011735",1527.00000,1145.00000,112.31900,104.57100,6.27217,2025-08-01 17:46:07.000,2025-08-01 17:46:07.000
"202508011740",1520.00000,1149.00000,105.19200,98.17060,5.49529,2025-08-01 18:16:07.000,2025-08-01 18:16:07.000
"202508011745",1517.00000,1153.00000,101.88800,93.58380,6.77384,2025-08-01 18:16:07.000,2025-08-01 18:16:07.000
"202508011750",1510.00000,1151.00000,95.04280,86.58540,6.88424,2025-08-01 18:16:07.000,2025-08-01 18:16:07.000
"202508011755",1561.00000,1152.00000,86.41980,79.51810,5.33276,2025-08-01 18:16:07.000,2025-08-01 18:16:07.000
"202508011800",1559.00000,1155.00000,84.01810,76.55210,5.98794,2025-08-01 18:16:07.000,2025-08-01 18:16:07.000
"202508011805",1556.00000,1142.00000,77.43160,71.02180,4.93422,2025-08-01 18:16:07.000,2025-08-01 18:16:07.000
"202508011810",1547.00000,1137.00000,68.32410,61.92460,4.84104,2025-08-01 18:16:07.000,2025-08-01 18:16:07.000
"202508011815",1540.00000,1132.00000,61.22950,54.28740,5.41903,2025-08-01 18:32:06.000,2025-08-01 18:32:06.000
"202508011820",1535.00000,1127.00000,55.61960,48.48490,5.66736,2025-08-01 18:32:06.000,2025-08-01 18:32:06.000
"202508011825",1532.00000,1129.00000,52.60300,46.33720,4.67527,2025-08-01 18:32:06.000,2025-08-01 18:32:06.000
"202508011830",1529.00000,1132.00000,49.99250,43.31970,5.08420,2025-08-01 18:36:06.000,2025-08-01 18:36:06.000
