"CRTN_TM","FCST_TM","LEAD_TM","FCST_PROD_CD","FCST_QG01","FCST_QG02","FCST_QG03","FCST_QG04","FCST_QG05","FCST_QG06","FCST_QGEN","FCST_QGMX","FCST_QGMN","REG_DATE","UPD_DATE"
"202508011500","202508021400","02300","03",780.624222,,,,,,780.624222,780.624222,780.624222,2025-08-01 14:45:03.000,2025-08-01 14:45:03.000
"202508011500","202508021500","02400","03",820.781850,,,,,,820.781850,820.781850,820.781850,2025-08-01 14:45:03.000,2025-08-01 14:45:03.000
"202508011500","202508021600","02500","03",876.506132,,,,,,876.506132,876.506132,876.506132,2025-08-01 14:45:03.000,2025-08-01 14:45:03.000
"202508011500","202508021700","02600","03",926.471860,,,,,,926.471860,926.471860,926.471860,2025-08-01 14:45:03.000,2025-08-01 14:45:03.000
"202508011500","202508021800","02700","03",972.909987,,,,,,972.909987,972.909987,972.909987,2025-08-01 14:45:03.000,2025-08-01 14:45:03.000
"202508011500","202508021900","02800","03",1017.900465,,,,,,1017.900465,1017.900465,1017.900465,2025-08-01 14:45:03.000,2025-08-01 14:45:03.000
"202508011500","202508022000","02900","03",952.754114,,,,,,952.754114,952.754114,952.754114,2025-08-01 14:45:03.000,2025-08-01 14:45:03.000
"202508011500","202508022100","03000","03",948.127707,,,,,,948.127707,948.127707,948.127707,2025-08-01 14:45:03.000,2025-08-01 14:45:03.000
"202508011500","202508022200","03100","03",821.491599,,,,,,821.491599,821.491599,821.491599,2025-08-01 14:45:03.000,2025-08-01 14:45:03.000
"202508011500","202508022300","03200","03",814.022000,,,,,,814.022000,814.022000,814.022000,2025-08-01 14:45:03.000,2025-08-01 14:45:03.000
"202508011500","202508030000","03300","03",755.949141,,,,,,755.949141,755.949141,755.949141,2025-08-01 14:45:03.000,2025-08-01 14:45:03.000
"202508011500","202508030100","03400","03",692.695801,,,,,,692.695801,692.695801,692.695801,2025-08-01 14:45:03.000,2025-08-01 14:45:03.000
"202508011500","202508030200","03500","03",644.979277,,,,,,644.979277,644.979277,644.979277,2025-08-01 14:45:03.000,2025-08-01 14:45:03.000
"202508011500","202508030300","03600","03",624.825480,,,,,,624.825480,624.825480,624.825480,2025-08-01 14:45:03.000,2025-08-01 14:45:03.000
"202508011500","202508030400","03700","03",592.843394,,,,,,592.843394,592.843394,592.843394,2025-08-01 14:45:03.000,2025-08-01 14:45:03.000
"202508011500","202508030500","03800","03",657.634071,,,,,,657.634071,657.634071,657.634071,2025-08-01 14:45:03.000,2025-08-01 14:45:03.000
"202508011500","202508030600","03900","03",663.250637,,,,,,663.250637,663.250637,663.250637,2025-08-01 14:45:03.000,2025-08-01 14:45:03.000
"202508011500","202508030700","04000","03",667.067944,,,,,,667.067944,667.067944,667.067944,2025-08-01 14:45:03.000,2025-08-01 14:45:03.000
"202508011500","202508030800","04100","03",685.411931,,,,,,685.411931,685.411931,685.411931,2025-08-01 14:45:03.000,2025-08-01 14:45:03.000
"202508011500","202508030900","04200","03",716.078929,,,,,,716.078929,716.078929,716.078929,2025-08-01 14:45:03.000,2025-08-01 14:45:03.000
"202508011500","202508031000","04300","03",724.191639,,,,,,724.191639,724.191639,724.191639,2025-08-01 14:45:03.000,2025-08-01 14:45:03.000
"202508011500","202508031100","04400","03",783.883326,,,,,,783.883326,783.883326,783.883326,2025-08-01 14:45:03.000,2025-08-01 14:45:03.000
"202508011500","202508031200","04500","03",772.467836,,,,,,772.467836,772.467836,772.467836,2025-08-01 14:45:03.000,2025-08-01 14:45:03.000
"202508011500","202508031300","04600","03",798.516967,,,,,,798.516967,798.516967,798.516967,2025-08-01 14:45:03.000,2025-08-01 14:45:03.000
"202508011500","202508031400","04700","03",759.438471,,,,,,759.438471,759.438471,759.438471,2025-08-01 14:45:03.000,2025-08-01 14:45:03.000
"202508011500","202508031500","04800","03",825.778202,,,,,,825.778202,825.778202,825.778202,2025-08-01 14:45:03.000,2025-08-01 14:45:03.000
"202508012100","202508012100","00000","03",996.056251,,,,,,996.056251,996.056251,996.056251,2025-08-01 20:45:03.000,2025-08-01 20:45:03.000
"202508012100","202508012200","00100","03",911.861310,,,,,,911.861310,911.861310,911.861310,2025-08-01 20:45:03.000,2025-08-01 20:45:03.000
"202508012100","202508012300","00200","03",816.605257,,,,,,816.605257,816.605257,816.605257,2025-08-01 20:45:03.000,2025-08-01 20:45:03.000
"202508012100","202508020000","00300","03",736.743233,,,,,,736.743233,736.743233,736.743233,2025-08-01 20:45:03.000,2025-08-01 20:45:03.000
"202508012100","202508020100","00400","03",696.761561,,,,,,696.761561,696.761561,696.761561,2025-08-01 20:45:03.000,2025-08-01 20:45:03.000
"202508012100","202508020200","00500","03",732.426532,,,,,,732.426532,732.426532,732.426532,2025-08-01 20:45:03.000,2025-08-01 20:45:03.000
"202508012100","202508020300","00600","03",671.757314,,,,,,671.757314,671.757314,671.757314,2025-08-01 20:45:03.000,2025-08-01 20:45:03.000
"202508012100","202508020400","00700","03",715.871946,,,,,,715.871946,715.871946,715.871946,2025-08-01 20:45:03.000,2025-08-01 20:45:03.000
"202508012100","202508020500","00800","03",713.063825,,,,,,713.063825,713.063825,713.063825,2025-08-01 20:45:03.000,2025-08-01 20:45:03.000
"202508012100","202508020600","00900","03",657.455606,,,,,,657.455606,657.455606,657.455606,2025-08-01 20:45:03.000,2025-08-01 20:45:03.000
"202508012100","202508020700","01000","03",761.861728,,,,,,761.861728,761.861728,761.861728,2025-08-01 20:45:03.000,2025-08-01 20:45:03.000
"202508012100","202508020800","01100","03",818.790202,,,,,,818.790202,818.790202,818.790202,2025-08-01 20:45:03.000,2025-08-01 20:45:03.000
"202508012100","202508020900","01200","03",844.142945,,,,,,844.142945,844.142945,844.142945,2025-08-01 20:45:03.000,2025-08-01 20:45:03.000
"202508012100","202508021000","01300","03",844.389777,,,,,,844.389777,844.389777,844.389777,2025-08-01 20:45:03.000,2025-08-01 20:45:03.000
"202508012100","202508021100","01400","03",775.372908,,,,,,775.372908,775.372908,775.372908,2025-08-01 20:45:03.000,2025-08-01 20:45:03.000
"202508012100","202508021200","01500","03",817.035656,,,,,,817.035656,817.035656,817.035656,2025-08-01 20:45:03.000,2025-08-01 20:45:03.000
"202508012100","202508021300","01600","03",806.048446,,,,,,806.048446,806.048446,806.048446,2025-08-01 20:45:03.000,2025-08-01 20:45:03.000
"202508012100","202508021400","01700","03",764.370780,,,,,,764.370780,764.370780,764.370780,2025-08-01 20:45:03.000,2025-08-01 20:45:03.000
"202508012100","202508021500","01800","03",873.811524,,,,,,873.811524,873.811524,873.811524,2025-08-01 20:45:03.000,2025-08-01 20:45:03.000
"202508012100","202508021600","01900","03",996.840984,,,,,,996.840984,996.840984,996.840984,2025-08-01 20:45:03.000,2025-08-01 20:45:03.000
"202508012100","202508021700","02000","03",952.371326,,,,,,952.371326,952.371326,952.371326,2025-08-01 20:45:03.000,2025-08-01 20:45:03.000
"202508012100","202508021800","02100","03",1016.581377,,,,,,1016.581377,1016.581377,1016.581377,2025-08-01 20:45:03.000,2025-08-01 20:45:03.000
"202508012100","202508021900","02200","03",1103.791314,,,,,,1103.791314,1103.791314,1103.791314,2025-08-01 20:45:03.000,2025-08-01 20:45:03.000
"202508012100","202508022000","02300","03",1000.482270,,,,,,1000.482270,1000.482270,1000.482270,2025-08-01 20:45:03.000,2025-08-01 20:45:03.000
"202508012100","202508022100","02400","03",991.308374,,,,,,991.308374,991.308374,991.308374,2025-08-01 20:45:03.000,2025-08-01 20:45:03.000
"202508012100","202508022200","02500","03",896.997659,,,,,,896.997659,896.997659,896.997659,2025-08-01 20:45:03.000,2025-08-01 20:45:03.000
"202508012100","202508022300","02600","03",828.155405,,,,,,828.155405,828.155405,828.155405,2025-08-01 20:45:03.000,2025-08-01 20:45:03.000
"202508012100","202508030000","02700","03",750.538779,,,,,,750.538779,750.538779,750.538779,2025-08-01 20:45:03.000,2025-08-01 20:45:03.000
