"PWR_EXC_TP_CD","AREA_GRP_CD","AREA_GRP_ID","CRTN_TM","FCST_TM","LEAD_TM","FCST_PROD_CD","FCST_WSPD","FCST_WDIR","FCST_WSL2","FCST_WDL2","FCST_TEMP","FCST_HUMI","FCST_PSFC","REG_DATE","UPD_DATE"
"09","01","1968_005","202508010300","202508020000","02100","03",1.38,209.79,3.63,218.70,26.11,96.89,995.25,2025-08-01 02:51:09.000,2025-08-01 02:51:09.000
"09","01","1969_016","202508010300","202508020000","02100","03",1.27,214.43,3.52,227.34,25.67,97.98,987.95,2025-08-01 02:52:13.000,2025-08-01 02:52:13.000
"09","01","4593_001","202508010300","202508020000","02100","03",1.20,190.99,3.66,253.35,24.77,94.40,974.69,2025-08-01 02:53:17.000,2025-08-01 02:53:17.000
"09","01","4593_002","202508010300","202508020000","02100","03",1.24,195.68,3.78,252.28,24.51,93.93,974.75,2025-08-01 02:54:22.000,2025-08-01 02:54:22.000
"09","01","4593_003","202508010300","202508020000","02100","03",1.20,195.68,3.72,252.28,24.51,93.96,974.97,2025-08-01 02:55:27.000,2025-08-01 02:55:27.000
"09","01","4593_004","202508010300","202508020000","02100","03",1.21,195.68,3.64,252.28,24.53,93.90,975.39,2025-08-01 02:56:31.000,2025-08-01 02:56:31.000
"09","01","4593_005","202508010300","202508020000","02100","03",1.24,199.38,3.59,250.50,24.49,93.43,974.15,2025-08-01 02:57:36.000,2025-08-01 02:57:36.000
"09","01","4593_006","202508010300","202508020000","02100","03",1.13,199.38,3.64,250.50,24.42,93.17,974.69,2025-08-01 02:58:41.000,2025-08-01 02:58:41.000
"09","01","4593_007","202508010300","202508020000","02100","03",1.11,192.00,3.50,252.40,24.42,93.20,974.92,2025-08-01 02:59:45.000,2025-08-01 02:59:45.000
"09","01","4593_008","202508010300","202508020000","02100","03",1.14,199.38,3.44,250.50,24.36,93.21,974.48,2025-08-01 03:00:50.000,2025-08-01 03:00:50.000
"09","01","4593_009","202508010300","202508020000","02100","03",1.13,199.38,3.21,250.50,24.43,93.33,975.12,2025-08-01 03:01:54.000,2025-08-01 03:01:54.000
"09","01","4593_010","202508010300","202508020000","02100","03",1.21,199.38,3.54,250.50,24.49,93.58,974.34,2025-08-01 03:02:59.000,2025-08-01 03:02:59.000
"09","01","4593_011","202508010300","202508020000","02100","03",1.25,199.38,3.55,250.50,24.58,93.32,975.13,2025-08-01 03:04:04.000,2025-08-01 03:04:04.000
"09","01","4593_012","202508010300","202508020000","02100","03",1.19,195.68,3.62,252.28,24.56,93.95,975.97,2025-08-01 03:05:08.000,2025-08-01 03:05:08.000
"09","01","4593_013","202508010300","202508020000","02100","03",1.20,195.68,3.68,252.28,24.58,93.91,975.89,2025-08-01 03:06:13.000,2025-08-01 03:06:13.000
"09","01","4593_014","202508010300","202508020000","02100","03",1.23,195.68,3.65,252.28,24.53,93.93,975.43,2025-08-01 03:07:18.000,2025-08-01 03:07:18.000
"09","01","4593_015","202508010300","202508020000","02100","03",1.25,195.68,3.80,252.28,24.52,93.96,975.08,2025-08-01 03:08:22.000,2025-08-01 03:08:22.000
"09","01","8711_001","202508010300","202508020000","02100","03",1.83,233.33,2.50,231.51,23.14,96.74,967.42,2025-08-01 03:09:27.000,2025-08-01 03:09:27.000
"09","01","8711_002","202508010300","202508020000","02100","03",1.88,237.13,2.42,233.96,23.22,97.12,968.58,2025-08-01 03:10:32.000,2025-08-01 03:10:32.000
"09","01","8711_003","202508010300","202508020000","02100","03",1.94,237.13,2.64,233.96,23.14,97.32,968.70,2025-08-01 03:11:36.000,2025-08-01 03:11:36.000
"09","01","8711_004","202508010300","202508020000","02100","03",1.98,237.13,2.59,233.96,23.10,97.61,968.87,2025-08-01 03:12:41.000,2025-08-01 03:12:41.000
"09","01","8711_005","202508010300","202508020000","02100","03",1.90,237.13,2.68,233.96,23.08,96.90,967.62,2025-08-01 03:13:46.000,2025-08-01 03:13:46.000
"09","01","8711_006","202508010300","202508020000","02100","03",1.93,237.13,2.78,233.96,23.03,96.83,967.36,2025-08-01 03:14:51.000,2025-08-01 03:14:51.000
"09","01","8711_007","202508010300","202508020000","02100","03",1.95,240.99,2.86,235.80,23.12,96.63,969.42,2025-08-01 03:15:55.000,2025-08-01 03:15:55.000
"09","01","8711_008","202508010300","202508020000","02100","03",1.95,237.13,2.67,233.96,23.09,97.33,968.34,2025-08-01 03:17:00.000,2025-08-01 03:17:00.000
"09","01","8711_009","202508010300","202508020000","02100","03",1.96,237.13,2.72,233.96,23.06,97.16,968.14,2025-08-01 03:18:05.000,2025-08-01 03:18:05.000
"09","01","8711_010","202508010300","202508020000","02100","03",1.98,240.99,2.91,235.80,23.11,97.06,969.57,2025-08-01 03:19:09.000,2025-08-01 03:19:09.000
"09","01","8711_011","202508010300","202508020000","02100","03",2.01,237.13,2.68,233.96,23.09,97.72,968.70,2025-08-01 03:20:14.000,2025-08-01 03:20:14.000
"09","01","8711_012","202508010300","202508020000","02100","03",2.17,227.64,2.87,216.82,23.06,94.42,968.27,2025-08-01 03:21:18.000,2025-08-01 03:21:18.000
"09","01","8711_013","202508010300","202508020000","02100","03",2.18,227.64,2.92,216.82,23.00,94.38,967.91,2025-08-01 03:22:23.000,2025-08-01 03:22:23.000
"09","01","8931_002","202508010300","202508020000","02100","03",2.16,202.15,3.74,220.12,26.22,92.23,1006.21,2025-08-01 03:23:27.000,2025-08-01 03:23:27.000
"09","01","9581_001","202508010300","202508020000","02100","03",1.85,170.70,3.95,172.82,25.56,89.91,985.82,2025-08-01 03:24:32.000,2025-08-01 03:24:32.000
"09","01","9581_002","202508010300","202508020000","02100","03",1.91,170.70,4.00,172.82,25.67,89.92,986.01,2025-08-01 03:25:36.000,2025-08-01 03:25:36.000
"09","01","9861_011","202508010300","202508020000","02100","03",1.33,214.57,3.79,222.26,26.24,96.68,993.19,2025-08-01 03:26:40.000,2025-08-01 03:26:40.000
"09","01","9861_013","202508010300","202508020000","02100","03",1.32,214.57,3.80,222.26,26.27,96.88,992.91,2025-08-01 03:27:44.000,2025-08-01 03:27:44.000
"09","01","9861_014","202508010300","202508020000","02100","03",1.32,214.57,3.77,222.26,26.37,97.30,992.03,2025-08-01 03:28:49.000,2025-08-01 03:28:49.000
"09","01","9861_015","202508010300","202508020000","02100","03",1.32,210.40,3.57,215.30,25.38,96.66,987.91,2025-08-01 03:29:53.000,2025-08-01 03:29:53.000
"09","01","1968_005","202508010300","202508020100","02200","03",1.46,214.35,3.78,221.84,26.27,96.48,995.02,2025-08-01 02:51:09.000,2025-08-01 02:51:09.000
"09","01","1969_016","202508010300","202508020100","02200","03",1.30,220.68,3.54,234.26,25.71,97.85,987.72,2025-08-01 02:52:13.000,2025-08-01 02:52:13.000
"09","01","4593_001","202508010300","202508020100","02200","03",1.22,187.98,3.45,221.49,24.61,94.01,974.41,2025-08-01 02:53:17.000,2025-08-01 02:53:17.000
"09","01","4593_002","202508010300","202508020100","02200","03",1.26,193.62,3.55,227.39,24.49,93.97,974.53,2025-08-01 02:54:22.000,2025-08-01 02:54:22.000
"09","01","4593_003","202508010300","202508020100","02200","03",1.25,193.62,3.53,227.39,24.53,93.97,974.73,2025-08-01 02:55:27.000,2025-08-01 02:55:27.000
"09","01","4593_004","202508010300","202508020100","02200","03",1.23,193.62,3.53,227.39,24.54,93.93,975.14,2025-08-01 02:56:31.000,2025-08-01 02:56:31.000
"09","01","4593_005","202508010300","202508020100","02200","03",1.24,198.52,3.63,232.85,24.46,93.68,973.92,2025-08-01 02:57:36.000,2025-08-01 02:57:36.000
"09","01","4593_006","202508010300","202508020100","02200","03",1.18,198.52,3.33,232.85,24.39,93.71,974.39,2025-08-01 02:58:41.000,2025-08-01 02:58:41.000
"09","01","4593_007","202508010300","202508020100","02200","03",1.11,190.72,3.25,226.27,24.35,93.61,974.65,2025-08-01 02:59:45.000,2025-08-01 02:59:45.000
"09","01","4593_008","202508010300","202508020100","02200","03",1.16,198.52,3.26,232.85,24.33,93.79,974.19,2025-08-01 03:00:50.000,2025-08-01 03:00:50.000
"09","01","4593_009","202508010300","202508020100","02200","03",1.16,198.52,3.22,232.85,24.37,93.67,974.85,2025-08-01 03:01:54.000,2025-08-01 03:01:54.000
"09","01","4593_010","202508010300","202508020100","02200","03",1.22,198.52,3.51,232.85,24.45,93.73,974.08,2025-08-01 03:02:59.000,2025-08-01 03:02:59.000
"09","01","4593_011","202508010300","202508020100","02200","03",1.25,198.52,3.60,232.85,24.54,93.65,974.86,2025-08-01 03:04:04.000,2025-08-01 03:04:04.000
"09","01","4593_012","202508010300","202508020100","02200","03",1.22,193.62,3.55,227.39,24.58,94.04,975.70,2025-08-01 03:05:08.000,2025-08-01 03:05:08.000
"09","01","4593_013","202508010300","202508020100","02200","03",1.24,193.62,3.52,227.39,24.60,93.97,975.67,2025-08-01 03:06:13.000,2025-08-01 03:06:13.000
"09","01","4593_014","202508010300","202508020100","02200","03",1.28,193.62,3.51,227.39,24.56,93.94,975.23,2025-08-01 03:07:18.000,2025-08-01 03:07:18.000
"09","01","4593_015","202508010300","202508020100","02200","03",1.29,193.62,3.57,227.39,24.53,94.00,974.85,2025-08-01 03:08:22.000,2025-08-01 03:08:22.000
"09","01","8711_001","202508010300","202508020100","02200","03",1.73,238.15,2.50,229.67,22.78,96.60,967.31,2025-08-01 03:09:27.000,2025-08-01 03:09:27.000
"09","01","8711_002","202508010300","202508020100","02200","03",1.74,242.48,2.46,232.60,22.80,96.96,968.34,2025-08-01 03:10:32.000,2025-08-01 03:10:32.000
"09","01","8711_003","202508010300","202508020100","02200","03",1.91,242.48,2.70,232.60,22.76,97.02,968.43,2025-08-01 03:11:36.000,2025-08-01 03:11:36.000
"09","01","8711_004","202508010300","202508020100","02200","03",1.96,242.48,2.65,232.60,22.77,97.31,968.61,2025-08-01 03:12:41.000,2025-08-01 03:12:41.000
"09","01","8711_005","202508010300","202508020100","02200","03",1.84,242.48,2.74,232.60,22.77,96.76,967.44,2025-08-01 03:13:46.000,2025-08-01 03:13:46.000
"09","01","8711_006","202508010300","202508020100","02200","03",1.85,242.48,2.84,232.60,22.77,96.74,967.23,2025-08-01 03:14:51.000,2025-08-01 03:14:51.000
"09","01","8711_007","202508010300","202508020100","02200","03",1.93,249.12,2.81,235.28,22.90,96.79,969.29,2025-08-01 03:15:55.000,2025-08-01 03:15:55.000
"09","01","8711_008","202508010300","202508020100","02200","03",1.93,242.48,2.75,232.60,22.77,97.11,968.17,2025-08-01 03:17:00.000,2025-08-01 03:17:00.000
"09","01","8711_009","202508010300","202508020100","02200","03",1.95,242.48,2.77,232.60,22.78,97.12,967.94,2025-08-01 03:18:05.000,2025-08-01 03:18:05.000
"09","01","8711_010","202508010300","202508020100","02200","03",1.98,249.12,2.85,235.28,22.88,97.10,969.42,2025-08-01 03:19:09.000,2025-08-01 03:19:09.000
"09","01","8711_011","202508010300","202508020100","02200","03",2.03,242.48,2.73,232.60,22.76,97.54,968.53,2025-08-01 03:20:14.000,2025-08-01 03:20:14.000
"09","01","8711_012","202508010300","202508020100","02200","03",2.23,239.50,2.81,234.84,22.56,93.90,968.10,2025-08-01 03:21:18.000,2025-08-01 03:21:18.000
"09","01","8711_013","202508010300","202508020100","02200","03",2.26,239.50,2.94,234.84,22.56,93.79,967.72,2025-08-01 03:22:23.000,2025-08-01 03:22:23.000
"09","01","8931_002","202508010300","202508020100","02200","03",2.59,211.68,4.16,221.84,26.58,92.74,1005.93,2025-08-01 03:23:27.000,2025-08-01 03:23:27.000
"09","01","9581_001","202508010300","202508020100","02200","03",1.70,165.36,3.86,173.42,25.58,89.97,985.57,2025-08-01 03:24:32.000,2025-08-01 03:24:32.000
"09","01","9581_002","202508010300","202508020100","02200","03",1.81,165.36,3.84,173.42,25.62,89.73,985.80,2025-08-01 03:25:36.000,2025-08-01 03:25:36.000
"09","01","9861_011","202508010300","202508020100","02200","03",1.58,221.14,4.22,226.02,26.49,96.46,992.87,2025-08-01 03:26:40.000,2025-08-01 03:26:40.000
"09","01","9861_013","202508010300","202508020100","02200","03",1.55,221.14,4.20,226.02,26.54,96.71,992.62,2025-08-01 03:27:44.000,2025-08-01 03:27:44.000
"09","01","9861_014","202508010300","202508020100","02200","03",1.50,221.14,4.19,226.02,26.63,97.05,991.78,2025-08-01 03:28:49.000,2025-08-01 03:28:49.000
"09","01","9861_015","202508010300","202508020100","02200","03",1.37,225.44,3.74,234.15,25.57,96.69,987.63,2025-08-01 03:29:53.000,2025-08-01 03:29:53.000
"09","01","1968_005","202508010300","202508020200","02300","03",1.53,213.33,3.94,220.95,26.23,96.42,994.51,2025-08-01 02:51:09.000,2025-08-01 02:51:09.000
"09","01","1969_016","202508010300","202508020200","02300","03",1.30,218.38,3.64,231.37,25.75,98.01,987.35,2025-08-01 02:52:13.000,2025-08-01 02:52:13.000
"09","01","4593_001","202508010300","202508020200","02300","03",1.27,207.67,3.43,231.08,24.68,93.78,974.09,2025-08-01 02:53:17.000,2025-08-01 02:53:17.000
"09","01","4593_002","202508010300","202508020200","02300","03",1.34,208.84,3.50,234.52,24.52,92.89,974.12,2025-08-01 02:54:22.000,2025-08-01 02:54:22.000
"09","01","4593_003","202508010300","202508020200","02300","03",1.30,208.84,3.49,234.52,24.52,92.92,974.36,2025-08-01 02:55:27.000,2025-08-01 02:55:27.000
"09","01","4593_004","202508010300","202508020200","02300","03",1.27,208.84,3.49,234.52,24.54,92.86,974.82,2025-08-01 02:56:31.000,2025-08-01 02:56:31.000
"09","01","4593_005","202508010300","202508020200","02300","03",1.29,212.21,3.50,238.83,24.50,92.69,973.58,2025-08-01 02:57:36.000,2025-08-01 02:57:36.000
"09","01","4593_006","202508010300","202508020200","02300","03",1.20,212.21,3.31,238.83,24.46,92.52,974.01,2025-08-01 02:58:41.000,2025-08-01 02:58:41.000
"09","01","4593_007","202508010300","202508020200","02300","03",1.15,211.11,3.28,237.44,24.53,93.58,974.34,2025-08-01 02:59:45.000,2025-08-01 02:59:45.000
"09","01","4593_008","202508010300","202508020200","02300","03",1.20,212.21,3.33,238.83,24.38,92.43,973.78,2025-08-01 03:00:50.000,2025-08-01 03:00:50.000
"09","01","4593_009","202508010300","202508020200","02300","03",1.21,212.21,3.25,238.83,24.44,92.52,974.57,2025-08-01 03:01:54.000,2025-08-01 03:01:54.000
"09","01","4593_010","202508010300","202508020200","02300","03",1.28,212.21,3.48,238.83,24.49,92.80,973.76,2025-08-01 03:02:59.000,2025-08-01 03:02:59.000
"09","01","4593_011","202508010300","202508020200","02300","03",1.34,212.21,3.49,238.83,24.58,92.66,974.55,2025-08-01 03:04:04.000,2025-08-01 03:04:04.000
"09","01","4593_012","202508010300","202508020200","02300","03",1.27,208.84,3.48,234.52,24.62,92.92,975.39,2025-08-01 03:05:08.000,2025-08-01 03:05:08.000
"09","01","4593_013","202508010300","202508020200","02300","03",1.27,208.84,3.49,234.52,24.63,92.81,975.31,2025-08-01 03:06:13.000,2025-08-01 03:06:13.000
"09","01","4593_014","202508010300","202508020200","02300","03",1.30,208.84,3.49,234.52,24.58,92.83,974.81,2025-08-01 03:07:18.000,2025-08-01 03:07:18.000
"09","01","4593_015","202508010300","202508020200","02300","03",1.33,208.84,3.50,234.52,24.52,92.76,974.38,2025-08-01 03:08:22.000,2025-08-01 03:08:22.000
"09","01","8711_001","202508010300","202508020200","02300","03",1.84,241.30,2.62,243.46,23.09,95.91,967.06,2025-08-01 03:09:27.000,2025-08-01 03:09:27.000
"09","01","8711_002","202508010300","202508020200","02300","03",1.88,246.72,2.60,247.55,23.24,96.26,968.09,2025-08-01 03:10:32.000,2025-08-01 03:10:32.000
"09","01","8711_003","202508010300","202508020200","02300","03",1.96,246.72,2.92,247.55,23.13,96.70,968.18,2025-08-01 03:11:36.000,2025-08-01 03:11:36.000
"09","01","8711_004","202508010300","202508020200","02300","03",2.02,246.72,2.83,247.55,23.11,96.87,968.37,2025-08-01 03:12:41.000,2025-08-01 03:12:41.000
"09","01","8711_005","202508010300","202508020200","02300","03",1.89,246.72,2.89,247.55,23.02,96.37,967.24,2025-08-01 03:13:46.000,2025-08-01 03:13:46.000
"09","01","8711_006","202508010300","202508020200","02300","03",1.92,246.72,3.04,247.55,22.94,96.28,967.03,2025-08-01 03:14:51.000,2025-08-01 03:14:51.000
"09","01","8711_007","202508010300","202508020200","02300","03",2.02,252.82,3.17,251.10,23.04,96.26,969.06,2025-08-01 03:15:55.000,2025-08-01 03:15:55.000
"09","01","8711_008","202508010300","202508020200","02300","03",1.97,246.72,2.91,247.55,23.05,96.65,967.89,2025-08-01 03:17:00.000,2025-08-01 03:17:00.000
"09","01","8711_009","202508010300","202508020200","02300","03",2.02,246.72,2.97,247.55,22.99,96.61,967.64,2025-08-01 03:18:05.000,2025-08-01 03:18:05.000
"09","01","8711_010","202508010300","202508020200","02300","03",2.08,252.82,3.13,251.10,23.04,96.59,969.20,2025-08-01 03:19:09.000,2025-08-01 03:19:09.000
"09","01","8711_011","202508010300","202508020200","02300","03",2.10,246.72,2.85,247.55,23.07,97.02,968.27,2025-08-01 03:20:14.000,2025-08-01 03:20:14.000
"09","01","8711_012","202508010300","202508020200","02300","03",2.19,247.34,3.02,250.14,22.51,94.86,967.93,2025-08-01 03:21:18.000,2025-08-01 03:21:18.000
"09","01","8711_013","202508010300","202508020200","02300","03",2.21,247.34,3.07,250.14,22.45,94.90,967.62,2025-08-01 03:22:23.000,2025-08-01 03:22:23.000
"09","01","8931_002","202508010300","202508020200","02300","03",3.29,217.54,4.65,226.78,26.75,92.15,1005.58,2025-08-01 03:23:27.000,2025-08-01 03:23:27.000
"09","01","9581_001","202508010300","202508020200","02300","03",1.56,142.19,3.77,170.28,25.54,90.71,985.38,2025-08-01 03:24:32.000,2025-08-01 03:24:32.000
"09","01","9581_002","202508010300","202508020200","02300","03",1.65,142.19,3.73,170.28,25.54,90.79,985.62,2025-08-01 03:25:36.000,2025-08-01 03:25:36.000
"09","01","9861_011","202508010300","202508020200","02300","03",1.89,227.01,4.78,227.74,26.55,96.20,992.45,2025-08-01 03:26:40.000,2025-08-01 03:26:40.000
"09","01","9861_013","202508010300","202508020200","02300","03",1.85,227.01,4.76,227.74,26.62,96.49,992.24,2025-08-01 03:27:44.000,2025-08-01 03:27:44.000
"09","01","9861_014","202508010300","202508020200","02300","03",1.82,227.01,4.74,227.74,26.73,96.92,991.35,2025-08-01 03:28:49.000,2025-08-01 03:28:49.000
"09","01","9861_015","202508010300","202508020200","02300","03",1.41,228.64,3.89,236.56,25.82,97.83,987.24,2025-08-01 03:29:53.000,2025-08-01 03:29:53.000
"09","01","1968_005","202508010300","202508020300","02400","03",1.49,237.88,4.08,242.60,26.22,96.28,994.29,2025-08-01 02:51:09.000,2025-08-01 02:51:09.000
"09","01","1969_016","202508010300","202508020300","02400","03",1.30,235.83,3.87,246.75,25.67,97.93,987.02,2025-08-01 02:52:13.000,2025-08-01 02:52:13.000
"09","01","4593_001","202508010300","202508020300","02400","03",1.25,215.89,3.63,243.24,24.84,94.33,973.78,2025-08-01 02:53:17.000,2025-08-01 02:53:17.000
"09","01","4593_002","202508010300","202508020300","02400","03",1.31,219.04,3.65,245.61,24.73,94.35,973.83,2025-08-01 02:54:22.000,2025-08-01 02:54:22.000
"09","01","4593_003","202508010300","202508020300","02400","03",1.29,219.04,3.70,245.61,24.73,94.29,974.03,2025-08-01 02:55:27.000,2025-08-01 02:55:27.000
"09","01","4593_004","202508010300","202508020300","02400","03",1.26,219.04,3.71,245.61,24.74,94.33,974.50,2025-08-01 02:56:31.000,2025-08-01 02:56:31.000
"09","01","4593_005","202508010300","202508020300","02400","03",1.31,218.26,3.66,242.56,24.64,94.11,973.22,2025-08-01 02:57:36.000,2025-08-01 02:57:36.000
"09","01","4593_006","202508010300","202508020300","02400","03",1.22,218.26,3.46,242.56,24.61,93.97,973.66,2025-08-01 02:58:41.000,2025-08-01 02:58:41.000
"09","01","4593_007","202508010300","202508020300","02400","03",1.15,215.03,3.41,238.92,24.69,94.03,974.01,2025-08-01 02:59:45.000,2025-08-01 02:59:45.000
"09","01","4593_008","202508010300","202508020300","02400","03",1.20,218.26,3.46,242.56,24.56,94.03,973.46,2025-08-01 03:00:50.000,2025-08-01 03:00:50.000
"09","01","4593_009","202508010300","202508020300","02400","03",1.23,218.26,3.38,242.56,24.59,93.95,974.23,2025-08-01 03:01:54.000,2025-08-01 03:01:54.000
"09","01","4593_010","202508010300","202508020300","02400","03",1.30,218.26,3.67,242.56,24.63,94.13,973.46,2025-08-01 03:02:59.000,2025-08-01 03:02:59.000
"09","01","4593_011","202508010300","202508020300","02400","03",1.36,218.26,3.67,242.56,24.73,94.14,974.21,2025-08-01 03:04:04.000,2025-08-01 03:04:04.000
"09","01","4593_012","202508010300","202508020300","02400","03",1.27,219.04,3.62,245.61,24.78,94.28,975.08,2025-08-01 03:05:08.000,2025-08-01 03:05:08.000
"09","01","4593_013","202508010300","202508020300","02400","03",1.28,219.04,3.59,245.61,24.78,94.32,974.98,2025-08-01 03:06:13.000,2025-08-01 03:06:13.000
"09","01","4593_014","202508010300","202508020300","02400","03",1.31,219.04,3.67,245.61,24.77,94.34,974.58,2025-08-01 03:07:18.000,2025-08-01 03:07:18.000
"09","01","4593_015","202508010300","202508020300","02400","03",1.33,219.04,3.69,245.61,24.77,94.35,974.12,2025-08-01 03:08:22.000,2025-08-01 03:08:22.000
"09","01","8711_001","202508010300","202508020300","02400","03",1.93,249.46,2.93,257.80,22.97,95.83,966.83,2025-08-01 03:09:27.000,2025-08-01 03:09:27.000
"09","01","8711_002","202508010300","202508020300","02400","03",2.02,254.31,2.90,261.66,23.01,96.12,967.82,2025-08-01 03:10:32.000,2025-08-01 03:10:32.000
"09","01","8711_003","202508010300","202508020300","02400","03",2.11,254.31,3.11,261.66,22.90,96.52,967.89,2025-08-01 03:11:36.000,2025-08-01 03:11:36.000
"09","01","8711_004","202508010300","202508020300","02400","03",2.17,254.31,3.07,261.66,22.91,96.77,968.08,2025-08-01 03:12:41.000,2025-08-01 03:12:41.000
"09","01","8711_005","202508010300","202508020300","02400","03",2.02,254.31,3.16,261.66,22.80,96.04,966.96,2025-08-01 03:13:46.000,2025-08-01 03:13:46.000
"09","01","8711_006","202508010300","202508020300","02400","03",2.03,254.31,3.26,261.66,22.78,96.19,966.79,2025-08-01 03:14:51.000,2025-08-01 03:14:51.000
"09","01","8711_007","202508010300","202508020300","02400","03",2.15,260.88,3.35,266.06,22.85,96.12,968.74,2025-08-01 03:15:55.000,2025-08-01 03:15:55.000
"09","01","8711_008","202508010300","202508020300","02400","03",2.15,254.31,3.17,261.66,22.82,96.41,967.52,2025-08-01 03:17:00.000,2025-08-01 03:17:00.000
"09","01","8711_009","202508010300","202508020300","02400","03",2.13,254.31,3.19,261.66,22.81,96.49,967.38,2025-08-01 03:18:05.000,2025-08-01 03:18:05.000
"09","01","8711_010","202508010300","202508020300","02400","03",2.24,260.88,3.29,266.06,22.88,96.35,968.88,2025-08-01 03:19:09.000,2025-08-01 03:19:09.000
"09","01","8711_011","202508010300","202508020300","02400","03",2.23,254.31,3.11,261.66,22.85,96.85,967.93,2025-08-01 03:20:14.000,2025-08-01 03:20:14.000
"09","01","8711_012","202508010300","202508020300","02400","03",2.20,251.12,3.06,259.12,22.29,95.50,967.76,2025-08-01 03:21:18.000,2025-08-01 03:21:18.000
"09","01","8711_013","202508010300","202508020300","02400","03",2.19,251.12,3.12,259.12,22.24,95.34,967.45,2025-08-01 03:22:23.000,2025-08-01 03:22:23.000
"09","01","8931_002","202508010300","202508020300","02400","03",2.96,237.42,4.38,244.01,26.56,92.05,1005.32,2025-08-01 03:23:27.000,2025-08-01 03:23:27.000
"09","01","9581_001","202508010300","202508020300","02400","03",1.59,135.76,3.41,157.64,25.31,91.71,985.21,2025-08-01 03:24:32.000,2025-08-01 03:24:32.000
"09","01","9581_002","202508010300","202508020300","02400","03",1.68,135.76,3.46,157.64,25.31,91.84,985.46,2025-08-01 03:25:36.000,2025-08-01 03:25:36.000
"09","01","9861_011","202508010300","202508020300","02400","03",1.61,249.07,4.30,249.13,26.45,96.44,992.22,2025-08-01 03:26:40.000,2025-08-01 03:26:40.000
"09","01","9861_013","202508010300","202508020300","02400","03",1.60,249.07,4.37,249.13,26.51,96.62,991.97,2025-08-01 03:27:44.000,2025-08-01 03:27:44.000
"09","01","9861_014","202508010300","202508020300","02400","03",1.57,249.07,4.27,249.13,26.62,96.96,991.09,2025-08-01 03:28:49.000,2025-08-01 03:28:49.000
"09","01","9861_015","202508010300","202508020300","02400","03",1.33,242.24,3.88,252.00,25.70,97.74,987.03,2025-08-01 03:29:53.000,2025-08-01 03:29:53.000
"09","01","1968_005","202508010300","202508020400","02500","03",1.49,260.41,3.89,260.76,26.08,96.02,994.25,2025-08-01 02:51:09.000,2025-08-01 02:51:09.000
"09","01","1969_016","202508010300","202508020400","02500","03",1.36,248.06,4.10,256.96,25.54,97.97,986.92,2025-08-01 02:52:13.000,2025-08-01 02:52:13.000
"09","01","4593_001","202508010300","202508020400","02500","03",1.20,225.49,3.64,241.67,24.82,94.42,973.66,2025-08-01 02:53:17.000,2025-08-01 02:53:17.000
"09","01","4593_002","202508010300","202508020400","02500","03",1.27,227.64,3.69,243.74,24.54,94.50,973.66,2025-08-01 02:54:22.000,2025-08-01 02:54:22.000
"09","01","4593_003","202508010300","202508020400","02500","03",1.25,227.64,3.67,243.74,24.59,94.41,973.89,2025-08-01 02:55:27.000,2025-08-01 02:55:27.000
"09","01","4593_004","202508010300","202508020400","02500","03",1.21,227.64,3.65,243.74,24.58,94.44,974.32,2025-08-01 02:56:31.000,2025-08-01 02:56:31.000
"09","01","4593_005","202508010300","202508020400","02500","03",1.22,225.89,3.69,244.12,24.56,94.44,973.06,2025-08-01 02:57:36.000,2025-08-01 02:57:36.000
"09","01","4593_006","202508010300","202508020400","02500","03",1.12,225.89,3.43,244.12,24.59,94.11,973.51,2025-08-01 02:58:41.000,2025-08-01 02:58:41.000
"09","01","4593_007","202508010300","202508020400","02500","03",1.10,224.62,3.35,241.22,24.67,94.17,973.84,2025-08-01 02:59:45.000,2025-08-01 02:59:45.000
"09","01","4593_008","202508010300","202508020400","02500","03",1.11,225.89,3.39,244.12,24.54,94.19,973.31,2025-08-01 03:00:50.000,2025-08-01 03:00:50.000
"09","01","4593_009","202508010300","202508020400","02500","03",1.11,225.89,3.39,244.12,24.57,94.22,974.07,2025-08-01 03:01:54.000,2025-08-01 03:01:54.000
"09","01","4593_010","202508010300","202508020400","02500","03",1.19,225.89,3.66,244.12,24.55,94.37,973.30,2025-08-01 03:02:59.000,2025-08-01 03:02:59.000
"09","01","4593_011","202508010300","202508020400","02500","03",1.23,225.89,3.73,244.12,24.65,94.41,974.04,2025-08-01 03:04:04.000,2025-08-01 03:04:04.000
"09","01","4593_012","202508010300","202508020400","02500","03",1.21,227.64,3.64,243.74,24.62,94.43,974.93,2025-08-01 03:05:08.000,2025-08-01 03:05:08.000
"09","01","4593_013","202508010300","202508020400","02500","03",1.24,227.64,3.62,243.74,24.60,94.36,974.86,2025-08-01 03:06:13.000,2025-08-01 03:06:13.000
"09","01","4593_014","202508010300","202508020400","02500","03",1.29,227.64,3.63,243.74,24.57,94.44,974.40,2025-08-01 03:07:18.000,2025-08-01 03:07:18.000
"09","01","4593_015","202508010300","202508020400","02500","03",1.35,227.64,3.71,243.74,24.56,94.43,974.01,2025-08-01 03:08:22.000,2025-08-01 03:08:22.000
"09","01","8711_001","202508010300","202508020400","02500","03",1.99,254.26,3.28,267.50,22.93,95.97,966.79,2025-08-01 03:09:27.000,2025-08-01 03:09:27.000
